,question_id,occurrences
4384,q3842,6242
4383,q2314,6242
4385,q5989,6234
4386,q9898,6234
4387,q8718,6229
4388,q6402,6224
4389,q3622,6220
4390,q5434,6219
4391,q9873,6219
4392,q1298,6219
4393,q4211,6217
4394,q2974,6216
4395,q2973,6213
4396,q3386,6212
4397,q3679,6211
4398,q8383,6210
4399,q2975,6210
4400,q1545,6210
4401,q1546,6209
4402,q3385,6209
4403,q1547,6208
4404,q3384,6207
4405,q9812,6204
4406,q9373,6203
4407,q1082,6203
4408,q9356,6200
4409,q574,6198
4410,q3326,6198
4411,q3324,6194
4412,q3325,6194
4413,q2744,6193
4414,q2742,6192
4416,q10236,6192
4415,q2743,6192
4417,q3995,6191
4418,q1559,6191
4419,q1557,6191
4420,q1558,6189
4421,q6736,6189
4422,q8990,6189
4424,q10331,6187
4423,q3938,6187
4425,q8826,6183
4426,q3074,6183
4427,q3073,6181
4428,q10226,6179
4429,q3072,6178
4430,q1437,6178
4434,q5504,6177
4433,q43,6177
4432,q1438,6177
4431,q1439,6177
4435,q8929,6174
4436,q1939,6174
4437,q10185,6173
4438,q5697,6173
4439,q1940,6173
4440,q8208,6173
4442,q1938,6172
4441,q6226,6172
4443,q3453,6164
4444,q3455,6164
4445,q4104,6163
4446,q3454,6163
4447,q9382,6162
4448,q3388,6155
4449,q9553,6152
4450,q5488,6151
4451,q6383,6149
4452,q5056,6148
4453,q1745,6146
4454,q1744,6146
4455,q9372,6145
4456,q2323,6145
4457,q2322,6144
4458,q2324,6144
4459,q505,6143
4460,q1743,6142
4462,q3677,6139
4461,q3389,6139
4463,q2863,6137
4464,q2553,6137
4465,q2864,6137
4466,q2555,6136
4467,q6452,6135
4468,q3953,6135
4469,q2554,6135
4470,q3387,6135
4471,q2862,6134
4472,q9479,6131
4473,q9415,6127
4474,q4570,6126
4475,q603,6120
4476,q6551,6115
4477,q6345,6113
4478,q4020,6112
4479,q5949,6112
4480,q4807,6109
4481,q10323,6108
4482,q716,6103
4483,q9556,6102
4484,q3068,6099
4485,q3067,6098
4486,q4112,6097
4487,q3066,6095
4488,q7392,6094
4489,q7390,6093
4490,q7393,6092
4491,q8935,6090
4492,q3702,6090
4493,q7389,6090
4494,q7391,6089
4495,q5344,6086
4496,q4136,6086
4497,q8849,6085
4498,q9459,6085
4499,q3313,6084
4500,q3314,6083
4501,q9905,6083
4502,q3604,6083
4503,q3312,6081
4504,q5083,6079
4505,q10009,6077
4506,q6379,6077
4507,q8745,6075
4508,q10239,6074
4509,q5293,6072
4510,q3948,6069
4511,q8107,6067
4512,q2893,6063
4513,q9725,6062
4514,q3927,6060
4515,q8917,6058
4516,q2892,6058
4517,q2894,6057
4518,q8848,6056
4519,q1269,6055
4520,q3095,6055
4521,q4021,6054
4522,q3094,6053
4523,q3093,6053
4524,q4215,6047
4525,q1071,6046
4526,q2353,6044
4527,q2354,6043
4528,q2352,6043
4529,q8905,6041
4530,q5715,6040
4531,q8506,6040
4532,q9672,6038
4533,q5899,6034
4534,q2203,6030
4535,q2204,6029
4536,q6014,6027
4537,q2202,6027
4538,q9003,6027
4539,q9094,6027
4540,q1955,6026
4541,q1954,6024
4542,q1953,6024
4543,q9413,6022
4544,q5093,6021
4545,q10203,6019
4546,q4895,6018
4547,q9391,6018
4548,q3151,6014
4549,q3152,6013
4550,q9544,6013
4551,q3150,6013
4552,q9062,6011
4553,q7627,6006
4554,q9331,6005
4555,q92,6003
4556,q4436,6003
4557,q1552,5997
4558,q1553,5997
4559,q4653,5997
4560,q1551,5996
4561,q9557,5995
4562,q5925,5994
4563,q4444,5993
4564,q9330,5992
4565,q10136,5990
4566,q9808,5990
4567,q538,5990
4568,q3644,5989
4569,q3681,5988
4570,q5028,5988
4571,q222,5986
4572,q7626,5985
4573,q9774,5984
4574,q3026,5980
4575,q3024,5980
4576,q3025,5977
4577,q4508,5974
4578,q6125,5973
4579,q7625,5971
4580,q8519,5964
4581,q7624,5960
4582,q10720,5957
4583,q7623,5956
4584,q10722,5955
4585,q10721,5955
4586,q10133,5954
4587,q10723,5953
4588,q8171,5950
4589,q6368,5943
4590,q4169,5938
4594,q1787,5937
4593,q4212,5937
4592,q3996,5937
4591,q8962,5937
4595,q6249,5936
4596,q6245,5935
4597,q1785,5935
4598,q1786,5934
4599,q5371,5932
4600,q2251,5932
4602,q2287,5931
4601,q8932,5931
4603,q2286,5930
4604,q2288,5930
4605,q2252,5930
4606,q8160,5929
4607,q6601,5928
4608,q5582,5928
4609,q6602,5926
4610,q2250,5926
4613,q6604,5925
4612,q5916,5925
4611,q6603,5925
4614,q8393,5924
4615,q6146,5920
4616,q9420,5917
4617,q2276,5914
4618,q5305,5912
4619,q2879,5912
4620,q2274,5911
4621,q8272,5910
4624,q8944,5909
4622,q2275,5909
4623,q2878,5909
4625,q1134,5908
4626,q2877,5908
4627,q681,5906
4628,q8827,5905
4629,q8273,5905
4630,q8274,5904
4631,q8275,5904
4632,q3767,5902
4633,q1487,5901
4634,q1485,5900
4635,q8276,5897
4636,q9377,5897
4637,q1486,5896
4638,q3772,5895
4639,q4749,5891
4640,q10633,5891
4641,q10630,5887
4642,q10631,5887
4643,q2483,5886
4644,q10632,5885
4645,q8988,5884
4646,q2482,5883
4647,q8955,5882
4648,q2481,5881
4649,q3951,5879
4650,q3493,5878
4653,q6158,5876
4652,q8965,5876
4651,q3494,5876
4654,q1666,5875
4655,q1665,5875
4656,q3492,5874
4657,q1667,5871
4658,q7581,5870
4659,q7580,5867
4660,q7582,5865
4662,q7579,5864
4661,q6416,5864
4663,q4753,5861
4664,q5944,5860
4665,q6388,5856
4666,q10623,5855
4667,q3761,5854
4668,q8719,5853
4669,q10624,5853
4671,q10622,5852
4672,q10625,5852
4670,q5427,5852
4673,q8371,5848
4674,q4905,5847
4675,q8911,5844
4676,q9347,5844
4677,q9184,5841
4678,q3574,5840
4679,q3573,5839
4680,q3575,5839
4681,q10102,5837
4682,q910,5836
4683,q1531,5834
4684,q10252,5833
4685,q1530,5833
4686,q1532,5833
4687,q3816,5832
4690,q2192,5831
4691,q2191,5831
4689,q10202,5831
4688,q3939,5831
4692,q9896,5830
4693,q9354,5829
4694,q2190,5829
4695,q9403,5828
4696,q4380,5822
4697,q9780,5821
4698,q8741,5819
4699,q8964,5816
4700,q4928,5815
4701,q10204,5812
4702,q3206,5807
4703,q3205,5806
4704,q3204,5806
4705,q4707,5804
4706,q9487,5801
4707,q1687,5801
4708,q8147,5801
4709,q3978,5799
4713,q1686,5798
4712,q4332,5798
4711,q6404,5798
4710,q8969,5798
4714,q1688,5797
4715,q4547,5793
4716,q8821,5790
4717,q4902,5788
4718,q2070,5786
4719,q2071,5784
4720,q2072,5782
4721,q9485,5782
4722,q2735,5781
4723,q2734,5778
4724,q2733,5778
4725,q5901,5775
4726,q4814,5773
4727,q4140,5773
4728,q8995,5772
4729,q5717,5771
4730,q4439,5771
4733,q1921,5770
4732,q1920,5770
4731,q1774,5770
4734,q611,5769
4735,q1773,5768
4736,q1922,5768
4737,q9940,5768
4738,q3754,5767
4739,q179,5767
4740,q1775,5766
4742,q9020,5765
4741,q6348,5765
4743,q6596,5762
4744,q6593,5762
4745,q6595,5761
4746,q6594,5761
4747,q9021,5761
4748,q9549,5761
4749,q2935,5760
4750,q3621,5760
4751,q2936,5759
4752,q2934,5758
4753,q1013,5757
4755,q10771,5756
4754,q10770,5756
4756,q10769,5755
4758,q10768,5755
4757,q8956,5755
4761,q8062,5749
4762,q4182,5749
4764,q9341,5749
4760,q2500,5749
4759,q2499,5749
4763,q2501,5749
4765,q979,5748
4766,q6398,5743
4767,q6751,5742
4768,q9811,5740
4769,q9506,5740
4770,q4659,5739
4771,q6157,5738
4773,q6445,5736
4772,q10353,5736
4774,q8193,5735
4776,q10354,5735
4775,q10352,5735
4777,q9024,5734
4778,q10355,5734
4779,q8913,5733
4780,q3693,5733
4781,q7191,5732
4782,q7188,5732
4784,q7187,5730
4783,q7189,5730
4785,q7190,5729
4786,q9570,5729
4787,q3594,5728
4788,q3596,5728
4789,q9416,5728
4790,q5807,5728
4792,q3595,5727
4791,q1456,5727
4793,q1457,5726
4794,q1455,5726
4795,q1813,5725
4796,q4337,5725
4797,q8707,5724
4798,q9861,5724
4799,q1814,5723
4800,q9652,5722
4801,q8813,5722
4802,q9648,5722
4804,q202,5721
4803,q1812,5721
4805,q4724,5720
4806,q3144,5719
4807,q3145,5718
4808,q3146,5717
4809,q10713,5715
4810,q10712,5715
4811,q10715,5715
4812,q10714,5715
4815,q3672,5709
4814,q8356,5709
4813,q8819,5709
4816,q2339,5705
4817,q2338,5704
4818,q2337,5704
4819,q324,5704
4820,q8928,5704
4826,q9333,5703
4825,q2050,5703
4824,q3187,5703
4823,q2051,5703
4822,q8982,5703
4821,q3188,5703
4827,q2049,5702
4828,q9339,5702
4829,q3949,5702
4830,q3186,5702
4831,q6228,5702
4833,q9543,5695
4832,q6397,5695
4834,q9409,5694
4835,q2660,5694
4836,q9843,5693
4837,q8355,5693
4838,q4618,5692
4839,q8360,5692
4840,q8357,5691
4841,q8361,5691
4842,q4256,5691
4843,q8358,5689
4846,q10598,5688
4845,q2658,5688
4844,q3945,5688
4847,q7489,5687
4848,q8359,5687
4849,q7979,5686
4850,q2659,5686
4851,q10599,5686
4852,q10601,5686
4854,q7981,5685
4853,q7982,5685
4855,q7980,5684
4856,q10600,5684
4857,q6461,5683
4858,q10760,5683
4859,q7978,5683
4860,q9947,5682
4864,q10761,5681
4863,q649,5681
4862,q6098,5681
4861,q8921,5681
4865,q10763,5680
4866,q10762,5680
4867,q5343,5680
4868,q7488,5676
4869,q6172,5676
4870,q9396,5676
4871,q8354,5675
4872,q8380,5673
4873,q5594,5672
4874,q2257,5672
4875,q2258,5671
4876,q2256,5671
4877,q2646,5669
4878,q6377,5669
4879,q2648,5669
4883,q7487,5668
4882,q1895,5668
4881,q1894,5668
4880,q2647,5668
4884,q6478,5665
4885,q1893,5664
4886,q7486,5662
4887,q8353,5662
4888,q3738,5661
4889,q8352,5659
4890,q9809,5656
4891,q454,5656
4892,q7485,5655
4893,q4573,5653
4894,q6257,5649
4895,q3104,5648
4896,q6235,5647
4897,q9525,5647
4898,q9767,5647
4899,q3823,5645
4901,q4996,5644
4902,q747,5644
4900,q3103,5644
4903,q3102,5643
4904,q8643,5643
4905,q8930,5642
4906,q9025,5641
4907,q8967,5640
4908,q9878,5638
4909,q3742,5637
4910,q8797,5636
4911,q8195,5636
4912,q3064,5633
4913,q3065,5632
4914,q6391,5632
4915,q3063,5632
4916,q6415,5630
4917,q3745,5628
4918,q10774,5628
4919,q10775,5627
4920,q10772,5627
4921,q10773,5627
4922,q2728,5623
4923,q8051,5621
4924,q9083,5621
4925,q4283,5620
4926,q95,5619
4927,q5853,5618
4928,q116,5617
4929,q5297,5613
4930,q2536,5612
4932,q2535,5610
4931,q4340,5610
4933,q2537,5609
4934,q6148,5607
4935,q3972,5606
4936,q8961,5605
4937,q8385,5605
4938,q2517,5601
4939,q2727,5601
4940,q2518,5600
4941,q2519,5599
4942,q10099,5598
4943,q5910,5593
4944,q4303,5593
4945,q9336,5591
4946,q3014,5591
4947,q9791,5588
4948,q3794,5585
4949,q3012,5583
4950,q3013,5582
4951,q9910,5580
4952,q8703,5578
4953,q5703,5573
4954,q8976,5569
4955,q4012,5569
4956,q4195,5569
4957,q2566,5569
4958,q5188,5568
4959,q2565,5567
4962,q4129,5566
4961,q8992,5566
4960,q2567,5566
4963,q5934,5558
4964,q9624,5557
4965,q5367,5556
4966,q5099,5555
4967,q4571,5554
4968,q9012,5554
4969,q3092,5553
4971,q3091,5552
4970,q3090,5552
4972,q10682,5551
4973,q10683,5550
4974,q1602,5550
4975,q1129,5550
4976,q1603,5549
4977,q1604,5549
4978,q10684,5549
4979,q5117,5546
4980,q9368,5543
4981,q9934,5540
4982,q6034,5539
4983,q4214,5539
4984,q8915,5535
4985,q2454,5533
4986,q9530,5533
4987,q2455,5532
4988,q9534,5532
4989,q2414,5532
4991,q2456,5531
4990,q2413,5531
4992,q4100,5529
4993,q9731,5527
4994,q8368,5525
4995,q2412,5525
4996,q2729,5523
4997,q1021,5523
4998,q9484,5522
4999,q6008,5520
5000,q2577,5519
5001,q5730,5517
5002,q2579,5517
5003,q9349,5517
5004,q2578,5515
5005,q8738,5514
5006,q3318,5510
5007,q3319,5510
5008,q9461,5509
5009,q9078,5508
5010,q10082,5506
5011,q3320,5505
5013,q5707,5503
5012,q2320,5503
5014,q2321,5502
5015,q3330,5501
5016,q3332,5500
5017,q2319,5499
5018,q5477,5499
5019,q8377,5498
5021,q10146,5497
5020,q3331,5497
5022,q3062,5496
5023,q3061,5496
5024,q3060,5495
5025,q5617,5495
5026,q6756,5495
5027,q627,5487
5028,q2531,5487
5029,q4116,5487
5031,q2530,5486
5030,q2529,5486
5033,q9332,5483
5032,q8635,5483
5034,q8822,5481
5036,q3429,5480
5035,q10317,5480
5037,q3430,5479
5038,q3431,5479
5039,q3038,5479
5041,q9535,5478
5042,q3037,5478
5040,q665,5478
5043,q4798,5477
5044,q3036,5477
5045,q5213,5477
5046,q8927,5476
5047,q6428,5475
5048,q6123,5472
5049,q6154,5470
5050,q10254,5469
5051,q9531,5467
5052,q3031,5463
5053,q8369,5463
5054,q4284,5463
5055,q2003,5462
5056,q8059,5462
5057,q3032,5461
5058,q2001,5461
5059,q3030,5461
5062,q2002,5460
5061,q4719,5460
5060,q8740,5460
5063,q4330,5459
5064,q9082,5457
5065,q2477,5456
5066,q2476,5454
5067,q8717,5453
5068,q10736,5453
5069,q10738,5452
5071,q5710,5451
5070,q10737,5451
5072,q10739,5450
5076,q2811,5449
5078,q2813,5449
5077,q2812,5449
5073,q9092,5449
5075,q2475,5449
5074,q9497,5449
5079,q3162,5448
5080,q3163,5448
5081,q3164,5447
5082,q2933,5444
5083,q2254,5443
5084,q7891,5443
5085,q2932,5442
5086,q9342,5442
5087,q9326,5442
5088,q7893,5442
5089,q2931,5442
5090,q7892,5442
5092,q7894,5441
5091,q7895,5441
5093,q2253,5439
5094,q2255,5438
5095,q1419,5435
5096,q1421,5435
5097,q17,5434
5098,q1420,5434
5099,q7618,5433
5100,q3969,5432
5101,q4093,5431
5102,q8205,5430
5103,q10727,5430
5104,q4333,5430
5105,q10724,5429
5106,q10725,5429
5107,q7619,5429
5108,q10726,5429
5110,q319,5428
5111,q2280,5428
5109,q2281,5428
5114,q7622,5427
5115,q7621,5427
5112,q5997,5427
5113,q9748,5427
5116,q2282,5426
5117,q3941,5424
5118,q7620,5424
5119,q1397,5423
5120,q3020,5422
5121,q8984,5421
5122,q3018,5421
5123,q6421,5420
5124,q3019,5420
5125,q8997,5416
5126,q4773,5415
5127,q10661,5412
5128,q10659,5412
5130,q10658,5411
5129,q10660,5411
5131,q3625,5409
5132,q9398,5406
5133,q4921,5406
5134,q3101,5401
5135,q8104,5401
5136,q3100,5400
5137,q3099,5400
5139,q3977,5399
5138,q4661,5399
5140,q3344,5396
5141,q3285,5396
5142,q3286,5395
5143,q3287,5395
5144,q5979,5395
5145,q3343,5394
5146,q3683,5394
5147,q3342,5394
5148,q1975,5393
5149,q6410,5392
5150,q1811,5391
5151,q653,5391
5152,q9756,5390
5153,q5955,5390
5154,q1957,5390
5155,q4907,5390
5156,q8362,5389
5157,q1810,5389
5158,q1809,5389
5160,q1947,5388
5159,q1948,5388
5161,q1949,5387
5162,q1976,5386
5163,q1958,5386
5164,q1956,5385
5165,q10161,5385
5166,q10308,5385
5167,q1974,5384
5168,q8164,5381
5169,q9360,5378
5170,q2452,5373
5171,q1460,5372
5172,q10711,5372
5173,q2451,5371
5174,q10710,5371
5175,q10708,5369
5176,q1459,5369
5177,q10709,5369
5178,q1458,5369
5181,q1836,5368
5180,q2453,5368
5179,q1837,5368
5182,q5119,5367
5183,q1838,5366
5184,q7875,5366
5185,q9541,5365
5186,q9474,5365
5187,q3580,5365
5188,q3581,5365
5189,q3579,5364
5190,q5614,5363
5191,q7871,5362
5192,q7872,5362
5193,q5525,5362
5194,q7874,5361
5195,q7873,5361
5196,q10067,5359
5197,q9528,5359
5198,q10107,5359
5199,q9328,5356
5200,q3218,5352
5201,q3217,5351
5202,q2107,5349
5203,q3216,5349
5204,q2106,5348
5205,q2108,5348
5206,q10654,5344
5207,q110,5343
5208,q10670,5343
5210,q10671,5342
5211,q9386,5342
5212,q10656,5342
5209,q10672,5342
5213,q10655,5340
5214,q10657,5340
5215,q161,5339
5216,q8742,5338
5218,q10028,5337
5219,q3991,5337
5217,q8556,5337
5221,q4922,5334
5220,q6409,5334
5222,q4826,5333
5223,q4612,5330
5224,q9338,5329
5225,q843,5329
5226,q9196,5329
5227,q6301,5326
5228,q7476,5326
5230,q7477,5325
5229,q7478,5325
5231,q2114,5324
5232,q2112,5324
5233,q2113,5324
5234,q7475,5323
5235,q9178,5323
5236,q7479,5322
5237,q9609,5322
5238,q9533,5321
5239,q5928,5319
5240,q9959,5318
5241,q7518,5314
5242,q10678,5311
5243,q7515,5311
5244,q10677,5311
5245,q10676,5311
5246,q7517,5310
5247,q7519,5310
5248,q7516,5308
5250,q5965,5307
5249,q4416,5307
5252,q8372,5306
5251,q4912,5306
5253,q6728,5305
5254,q4235,5304
5255,q5273,5304
5256,q5908,5299
5257,q4777,5298
5258,q4008,5297
5260,q8128,5296
5259,q1900,5296
5261,q1901,5295
5262,q3843,5294
5263,q1899,5294
5264,q3213,5293
5265,q8791,5293
5266,q3214,5293
5267,q10188,5293
5268,q5839,5292
5269,q3215,5292
5270,q5549,5287
5271,q3048,5284
5272,q9537,5284
5273,q7996,5284
5274,q7993,5283
5275,q3049,5283
5281,q7880,5282
5279,q3377,5282
5280,q7997,5282
5277,q3050,5282
5278,q3376,5282
5276,q7994,5282
5282,q5914,5281
5283,q7995,5281
5284,q3375,5280
5285,q1781,5280
5286,q3678,5278
5287,q10322,5277
5288,q3675,5276
5289,q3589,5273
5290,q2801,5272
5291,q2800,5271
5292,q3588,5271
5294,q3590,5271
5295,q1780,5271
5293,q2799,5271
5296,q178,5270
5297,q1779,5270
5298,q5058,5269
5299,q7879,5269
5300,q1964,5266
5302,q936,5264
5301,q5535,5264
5303,q5368,5263
5304,q1963,5262
5305,q2703,5261
5306,q10288,5259
5307,q1962,5258
5308,q9340,5258
5309,q4388,5257
5310,q2704,5256
5311,q9536,5255
5312,q2705,5253
5313,q7878,5252
5314,q9788,5250
5315,q5954,5250
5316,q2176,5247
5317,q10205,5246
5319,q9159,5245
5318,q2175,5245
5321,q2177,5243
5320,q3713,5243
5322,q7877,5241
5323,q5476,5238
5324,q10048,5237
5325,q4029,5236
5326,q9362,5236
5327,q7876,5233
5328,q4601,5232
5329,q9418,5231
5330,q8978,5231
5331,q5261,5230
5332,q2162,5227
5333,q6589,5227
5334,q6591,5227
5336,q6590,5226
5337,q6592,5226
5335,q2160,5226
5338,q2927,5225
5339,q2161,5225
5340,q9982,5225
5341,q4329,5225
5342,q4583,5225
5343,q2926,5225
5344,q2925,5224
5345,q9522,5224
5346,q2772,5223
5347,q2773,5221
5348,q2774,5221
5349,q9865,5219
5350,q10106,5219
5351,q8942,5218
5352,q9353,5217
5353,q9527,5215
5354,q8713,5214
5356,q8531,5213
5357,q6490,5213
5355,q8970,5213
5358,q10698,5212
5359,q10699,5212
5360,q10697,5212
5361,q9472,5212
5362,q3965,5210
5363,q8752,5210
5364,q9325,5210
5365,q10190,5206
5366,q7549,5205
5367,q7546,5204
5368,q7547,5203
5369,q7545,5202
5370,q7548,5202
5371,q2241,5200
5372,q2243,5200
5373,q2242,5200
5374,q1681,5199
5375,q9954,5199
5376,q1680,5197
5377,q5595,5195
5378,q1682,5194
5379,q2976,5194
5380,q2977,5194
5381,q10680,5193
5382,q2978,5193
5383,q10679,5193
5384,q10681,5193
5385,q2156,5192
5386,q8655,5191
5387,q2154,5190
5388,q3924,5189
5389,q1671,5188
5390,q1672,5188
5391,q4138,5187
5392,q1689,5187
5393,q2155,5187
5394,q1673,5187
5396,q1691,5185
5395,q1690,5185
5397,q10350,5183
5398,q10351,5181
5399,q10349,5181
5400,q5372,5180
5401,q3451,5180
5404,q10348,5179
5405,q3450,5179
5403,q3452,5179
5402,q5788,5179
5406,q1440,5177
5407,q1442,5177
5408,q1441,5176
5409,q3424,5174
5410,q3576,5174
5411,q3425,5174
5412,q3423,5173
5413,q9547,5173
5415,q3578,5172
5414,q3577,5172
5416,q9835,5166
5417,q9526,5165
5418,q3673,5165
5419,q2316,5163
5420,q602,5163
5421,q6381,5162
5422,q3541,5161
5423,q4811,5161
5424,q2318,5161
5425,q3540,5160
5426,q2317,5158
5427,q5482,5157
5428,q3542,5157
5429,q8588,5155
5430,q8940,5154
5431,q2986,5153
5432,q7964,5152
5433,q2987,5152
5436,q7963,5151
5434,q7962,5151
5435,q4144,5151
5437,q2985,5150
5438,q6314,5148
5440,q2776,5147
5441,q9723,5147
5439,q2777,5147
5442,q2775,5145
5443,q5446,5145
5444,q9542,5143
5445,q7205,5142
5446,q7206,5141
5448,q7203,5140
5447,q7202,5140
5449,q7204,5138
5450,q6750,5136
5451,q3567,5135
5452,q6463,5135
5453,q3568,5133
5454,q3569,5132
5455,q9611,5131
5456,q9023,5130
5457,q9845,5127
5458,q9335,5127
5459,q10618,5125
5460,q10316,5124
5461,q10621,5124
5462,q5712,5124
5463,q9894,5123
5464,q3739,5122
5465,q10619,5122
5466,q10620,5121
5467,q1798,5119
5468,q8981,5119
5469,q5419,5117
5470,q1797,5117
5471,q3768,5117
5472,q1554,5116
5473,q1556,5115
5474,q1799,5115
5475,q1555,5114
5476,q2025,5112
5478,q8909,5112
5479,q9155,5112
5477,q2026,5112
5480,q2027,5111
5481,q10693,5111
5482,q8706,5111
5483,q3027,5110
5484,q9096,5110
5486,q10691,5109
5485,q10692,5109
5487,q3029,5108
5488,q5864,5108
5489,q3028,5107
5490,q1654,5104
5491,q1653,5103
5492,q10313,5102
5493,q1655,5102
5494,q10222,5098
5495,q4120,5092
5496,q82,5090
5498,q9064,5087
5499,q8774,5087
5497,q9366,5087
5500,q8494,5085
5501,q3374,5084
5502,q3372,5084
5504,q5357,5083
5505,q3373,5083
5503,q3968,5083
5506,q9908,5082
5507,q9871,5079
5508,q4260,5079
5509,q9899,5078
5510,q9545,5077
5511,q4359,5076
5512,q9071,5076
5513,q10251,5073
5515,q2937,5072
5514,q8747,5072
5516,q4298,5071
5519,q2938,5070
5517,q9412,5070
5518,q2939,5070
5520,q9134,5069
5521,q7802,5068
5522,q7804,5067
5523,q7805,5067
5524,q7801,5065
5525,q5299,5064
5526,q7803,5064
5527,q2345,5064
5528,q2344,5063
5529,q5387,5063
5530,q7245,5062
5531,q7243,5062
5532,q7244,5061
5533,q2343,5061
5536,q7246,5060
5535,q5766,5060
5534,q7242,5060
5537,q4258,5059
5538,q9968,5059
5539,q9516,5058
5540,q2802,5055
5541,q2804,5055
5542,q2803,5054
5543,q3261,5053
5544,q3263,5053
5545,q8541,5053
5546,q9205,5053
5547,q3262,5051
5548,q10228,5050
5549,q5978,5048
5550,q9913,5048
5553,q2988,5047
5554,q5930,5047
5552,q4711,5047
5551,q6474,5047
5555,q4915,5046
5556,q8500,5045
5557,q2990,5044
5558,q2989,5044
5559,q10294,5044
5560,q3547,5043
5561,q4658,5043
5562,q4171,5043
5565,q3546,5042
5563,q3548,5042
5564,q4736,5042
5566,q2435,5041
5567,q2433,5040
5568,q10765,5038
5569,q10766,5038
5570,q10767,5038
5571,q10764,5037
5572,q2434,5037
5573,q8787,5036
5574,q9393,5035
5576,q9538,5034
5575,q6476,5034
5577,q10650,5033
5578,q8088,5033
5579,q10652,5032
5580,q10653,5032
5581,q10651,5032
5582,q1434,5031
5584,q1435,5030
5583,q9363,5030
5585,q9470,5029
5586,q1436,5028
5587,q8710,5027
5588,q5292,5026
5589,q1514,5026
5590,q3721,5024
5591,q8903,5022
5592,q9469,5022
5594,q3052,5021
5593,q5977,5021
5596,q6954,5020
5595,q4917,5020
5597,q3053,5019
5598,q8689,5019
5599,q9350,5019
5600,q6955,5019
5601,q3051,5018
5602,q6953,5017
5603,q6956,5017
5604,q8886,5016
5605,q1550,5016
5606,q2768,5015
5607,q2767,5015
5608,q2766,5015
5609,q1549,5014
5610,q1548,5014
5611,q3748,5010
5613,q9157,5009
5612,q9010,5009
5614,q3272,5008
5615,q10029,5008
5616,q1513,5007
5617,q3271,5006
5618,q3270,5006
5619,q9052,5003
5620,q5991,5002
5621,q7552,5000
5622,q7551,4998
5623,q7553,4996
5624,q7550,4996
5625,q9901,4995
5626,q7554,4995
5627,q2564,4995
5628,q5613,4994
5629,q4153,4994
5630,q8714,4993
5632,q9399,4992
5633,q10077,4992
5631,q8018,4992
5635,q2563,4990
5634,q8020,4990
5636,q1823,4989
5637,q8021,4989
5638,q1512,4988
5639,q8019,4988
5640,q2061,4987
5641,q4714,4987
5642,q1822,4987
5644,q2562,4986
5643,q1821,4986
5645,q9345,4985
5646,q8119,4984
5647,q2062,4984
5648,q9867,4983
5649,q2063,4983
5650,q3989,4982
5651,q2841,4982
5652,q2842,4980
5653,q2843,4978
5654,q6738,4975
5656,q8912,4974
5655,q8762,4974
5657,q4750,4973
5658,q8783,4973
5659,q6089,4967
5660,q3010,4967
5661,q3011,4967
5662,q2573,4967
5665,q9490,4966
5663,q3009,4966
5664,q8188,4966
5666,q8790,4965
5667,q6403,4965
5668,q2571,4965
5669,q8716,4965
5670,q2572,4965
5671,q8183,4965
5672,q10314,4964
5673,q7727,4963
5674,q10614,4962
5675,q9016,4962
5676,q10617,4961
5677,q10616,4961
5678,q7726,4960
5679,q274,4960
5680,q10615,4960
5681,q7728,4957
5682,q7725,4957
5683,q2119,4956
5684,q2120,4955
5685,q30,4955
5686,q2118,4953
5687,q9327,4953
5688,q8895,4952
5689,q9567,4949
5690,q5523,4949
5691,q9880,4947
5692,q3440,4947
5693,q3438,4946
5694,q9384,4945
5695,q9499,4945
5696,q3439,4945
5697,q5409,4943
5698,q9076,4942
5699,q5603,4940
5700,q3135,4940
5701,q5291,4940
5703,q3136,4939
5702,q3137,4939
5704,q8618,4938
5705,q6129,4937
5706,q4431,4932
5707,q6174,4930
5708,q8973,4928
5709,q1659,4928
5710,q9098,4928
5711,q1661,4928
5713,q9087,4926
5712,q1660,4926
5715,q8623,4924
5716,q10687,4924
5714,q8590,4924
5717,q8773,4923
5718,q8363,4923
5719,q10686,4922
5720,q2684,4922
5721,q4426,4922
5723,q8210,4921
5722,q10685,4921
5724,q2682,4920
5725,q9768,4920
5726,q2683,4920
5727,q2615,4919
5728,q4572,4919
5729,q2614,4918
5730,q2613,4917
5732,q9834,4914
5731,q9495,4914
5733,q159,4912
5734,q2561,4910
5735,q2559,4908
5736,q10064,4908
5737,q2560,4907
5738,q6435,4906
5739,q6362,4905
5740,q5295,4903
5741,q8130,4902
5742,q1647,4901
5743,q1649,4896
5744,q3410,4896
5745,q8381,4896
5746,q1648,4895
5747,q3408,4895
5748,q9668,4894
5749,q3409,4894
5750,q9167,4893
5754,q10694,4892
5753,q91,4892
5752,q10696,4892
5751,q10695,4892
5755,q9496,4891
5758,q3110,4891
5756,q3357,4891
5757,q3109,4891
5759,q3359,4890
5760,q10675,4890
5761,q3108,4890
5762,q10673,4889
5763,q10674,4889
5764,q9334,4889
5765,q3358,4889
5766,q4197,4888
5767,q1494,4887
5768,q4867,4886
5769,q1496,4886
5770,q1495,4886
5771,q6356,4885
5773,q8279,4884
5772,q6233,4884
5774,q8278,4883
5775,q6505,4882
5776,q8280,4882
5777,q8277,4882
5778,q6264,4882
5779,q10140,4881
5780,q8281,4881
5782,q3327,4878
5781,q3329,4878
5783,q3328,4877
5784,q9784,4877
